"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions","Potential Savings (bytes)"
"Image","https://www.columbiadoctors.org/about-us","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/h1/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/1train","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022/community","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022/deans-message","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022/leadership-message","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022/excellence-patient-care","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/annual-report-2021-2022/innovations","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/careers","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/clinical-trials","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/careers/why-columbiadoctors","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/faqs","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/careers/virtual-tours","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/make-gift","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/our-leadership","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/our-leadership/rae-vagg","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/our-leadership/laura-p-gaffney","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/outreach-and-screenings/past-events","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/outreach-and-screenings","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/outreach-and-screenings/upcoming-events","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/quality-and-safety/communication-and-reporting","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/quality-and-safety/leadership-team","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/quality-and-safety/patient-care-and-experience","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/about-us/visitor-policy","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/center-anterior-skull-base-surgery","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/contact-us","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/about-us","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/meet-our-team","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/our-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/our-services/primary-care-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/our-services/injury-treatment-prevention-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/our-services/specialty-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/centers-programs/center-performing-artist/our-services/voice-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/changehealthcare","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/contact-us","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/columbiadoctors-psychiatry-opens-new-location-columbus-circle","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/health-insights","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/donnas-saving-grace","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/https:/www.columbiadoctors.org/specialties/psychiatry-psychology/treatments-conditions/post-traumatic-stress-disorder-ptsd","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/immunotherapy-columbia-doctors-nyp","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/health-insights/health-insights-newsletter-archive","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/allen-hospital/directions","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/bronx","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/center-community-health-newyork-presbyterian-brooklyn-methodist-hospital","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/about-us","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/conditions-we-treat","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-locations","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-services/orthopedic-spine","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-services/neurological-spine","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-services/pain-management","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-primary-care-harkness-pavilion","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-och-spine-newyork-presbyterian/our-services/rehabilitation-medicine","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1-broadway","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbia-primary-care-morningside","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1-pondfield-road","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-10-indian-rock","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-10-parsonage-road","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1000-herrontown-road","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1041-third-avenue","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1086-north-broadway","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-12-e-86th-street","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1244-amsterdam-avenue","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-128-mott-street","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-125-east-72nd-street","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-136-20-38th-avenue","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-15-north-broadway","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-1375-washington-avenue","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
"Image","https://www.columbiadoctors.org/locations/columbiadoctors-15-north-broadway/adult-services","https://www.columbiadoctors.org/sites/default/files/logo-cd-desktop-white.svg?tbn5gw","18465","ColumbiaDoctors","","200","","true","","","Absolute","//body/div[@class='cb-page-wrapper']/header/div[3]/div/div[2]/div/div[1]/div/div/a/picture/img","Header","HTML & Rendered HTML","300x43","476x69","476x68","-27866"
